,gravity.x,gravity.y,gravity.z,userAcceleration.x,userAcceleration.y,userAcceleration.z
0,0.273791,0.949304,-0.154468,0.685651,0.8718319999999999,-1.168301
1,0.280551,0.948693,-0.14585,-1.131503,1.10752,1.231345
2,0.265451,0.950701,-0.160325,-1.6763849999999998,1.2777690000000002,0.884553
3,0.237035,0.952256,-0.192415,-1.733861,0.135375,0.245439
4,0.235419,0.946514,-0.220657,-1.246619,-1.308925,-0.021821
5,0.26005,0.941046,-0.2163469999999999,-1.202616,-1.3281459999999998,0.074746
6,0.304034,0.937088,-0.171548,-0.976703,-0.980133,0.917627
7,0.346947,0.934236,-0.082642,-0.8560110000000001,0.738219,0.889176
8,0.318256,0.947476,0.03166,-0.683369,0.796833,0.561479
9,0.2363309999999999,0.963556,0.125323,-0.532199,0.75765,0.350003
10,0.209438,0.96207,0.174801,0.295719,0.717449,0.697819
11,0.223254,0.950979,0.213997,0.5021180000000001,0.421228,0.4442819999999999
12,0.220629,0.945443,0.239708,0.545942,-0.259026,0.017601
13,0.208407,0.941923,0.26334,0.457182,-0.338117,-0.317585
14,0.198555,0.932749,0.300923,0.1852339999999999,-0.140574,-0.349064
15,0.200916,0.920762,0.334408,-0.101917,0.009292,-0.170711
16,0.206409,0.909996,0.359586,-0.167117,0.2641219999999999,-0.02995
17,0.20432,0.902122,0.380036,-0.2292679999999999,0.294594,-0.01436
18,0.188654,0.897072,0.399586,-0.224009,0.122398,-0.169606
19,0.165593,0.890993,0.422739,-0.017659,0.062223,-0.372004
20,0.138318,0.8840020000000001,0.44655,0.134738,0.0610669999999999,-0.498293
21,0.115101,0.878252,0.464135,0.180095,0.036863,-0.54606
22,0.09767,0.872732,0.478327,0.136232,0.071223,-0.4382729999999999
23,0.085551,0.869448,0.4865569999999999,0.072118,0.1608099999999999,-0.356781
24,0.072227,0.8683069999999999,0.490738,0.050362,0.176615,-0.356629
25,0.056839,0.8654069999999999,0.4978329999999999,0.059174,0.154613,-0.401763
26,0.040102,0.859339,0.509828,0.072874,0.09612,-0.5552229999999999
27,0.0278029999999999,0.84856,0.528365,0.169509,0.226406,-0.647201
28,0.018526,0.834541,0.5506310000000001,0.308378,0.425972,-0.633594
29,0.004489,0.8287450000000001,0.559606,0.271207,0.431463,-0.8409479999999999
30,-0.008619,0.838058,0.545511,0.292143,0.5767220000000001,-0.942133
31,-0.003156,0.856217,0.516604,0.127515,0.8895559999999999,-0.944186
32,0.012405,0.8852180000000001,0.465009,-0.330856,0.60874,-1.02461
33,0.030558,0.922561,0.384636,-0.384928,0.533143,-0.7481770000000001
34,0.047202,0.955273,0.291929,-0.378333,0.5188020000000001,-0.439436
