,gravity.x,gravity.y,gravity.z,userAcceleration.x,userAcceleration.y,userAcceleration.z
0,0.567852,0.272432,-0.776738,-0.121762,0.009551,0.016362
1,0.564683,0.271067,-0.779521,-0.167665,0.016393,-0.073155
2,0.562092,0.269515,-0.781929,-0.139728,0.013596,-0.067254
3,0.561304,0.269027,-0.782662,-0.106181,-0.005675,-0.032661
4,0.56089,0.269644,-0.782747,-0.078209,0.011042,0.034746
5,0.561087,0.270495,-0.782311,-0.0535649999999999,0.020444,0.035043
6,0.559394,0.271714,-0.783101,-0.005241,0.039901,0.009603
7,0.55597,0.273382,-0.784957,0.027862,0.038263,-0.008622
8,0.552009,0.275673,-0.786948,0.021935,0.0378029999999999,0.003074
9,0.548667,0.2782489999999999,-0.788378,0.027963,0.041316,-0.0050479999999999
10,0.5466300000000001,0.281024,-0.788809,0.036057,0.050214,-0.008189
11,0.545883,0.283119,-0.788576,0.050827,0.040123,-0.012022
12,0.545669,0.284794,-0.788121,0.066437,0.0350759999999999,-0.006144
13,0.545711,0.285418,-0.787867,0.060811,0.0355199999999999,0.017756
14,0.545937,0.285447,-0.7876989999999999,0.03704,0.026381,0.029368
15,0.546377,0.285332,-0.7874359999999999,0.013101,0.024131,0.029806
16,0.547207,0.285428,-0.786825,0.000157,0.020648,0.016333
17,0.54803,0.285963,-0.786057,-0.004298,0.029222,0.0097819999999999
18,0.54852,0.286693,-0.78545,0.005435,0.046605,0.008319
19,0.5487489999999999,0.2873489999999999,-0.78505,0.022968,0.061986,0.009018
20,0.548804,0.287363,-0.7850060000000001,0.024758,0.0600039999999999,0.003146
21,0.5489109999999999,0.286786,-0.785142,0.0120629999999999,0.042926,0.001527
22,0.54909,0.286118,-0.785261,0.002653,0.016418,-0.00281
23,0.549192,0.285748,-0.785325,0.005618,-0.00462,-0.002258
24,0.549035,0.285726,-0.785442,0.009589,-0.012579,0.00346
25,0.548479,0.28592,-0.78576,0.006559,-0.004227,0.0017329999999999
26,0.547438,0.286055,-0.7864359999999999,0.002382,-0.001005,-0.0018329999999999
27,0.546263,0.28611,-0.787233,0.003404,0.003471,-0.00569
28,0.545371,0.2862,-0.787818,0.0037159999999999,0.012598,-0.013283
29,0.544944,0.286444,-0.788025,-0.005882,0.020365,-0.010864
30,0.544867,0.286881,-0.78792,-0.009787,0.020202,-0.009489
31,0.5449,0.2873429999999999,-0.787728,-0.011728,0.020747,0.001031
32,0.544766,0.2878449999999999,-0.7876380000000001,-0.005719,0.030972,0.000101
33,0.544618,0.2883409999999999,-0.787559,-0.004304,0.034611,0.0013039999999999
34,0.544582,0.288923,-0.78737,-0.007778,0.033267,0.002123
35,0.54457,0.28975,-0.787075,-0.004577,0.032226,-0.003224
36,0.544867,0.290298,-0.786667,-0.004874,0.031678,-0.003631
37,0.545338,0.291103,-0.786043,-0.008549,0.0276529999999999,-0.003813
38,0.546056,0.291748,-0.785305,-0.007894,0.027832,0.006161
39,0.546975,0.2919449999999999,-0.784592,-0.00747,0.022874,0.00763
40,0.54783,0.292005,-0.7839729999999999,0.000815,0.024996,0.0035619999999999
41,0.548285,0.292332,-0.783533,0.021676,0.010754,0.006693
