,gravity.x,gravity.y,gravity.z,userAcceleration.x,userAcceleration.y,userAcceleration.z
0,-0.175035,0.960142,-0.217917,-0.09062,0.348864,0.239127
1,-0.197533,0.94866,-0.247027,-0.16793,0.2282809999999999,0.4879479999999999
2,-0.202923,0.936246,-0.2868159999999999,-0.258366,0.043826,0.358334
3,-0.200992,0.926191,-0.319015,-0.233121,-0.035718,0.309585
4,-0.196663,0.917967,-0.344468,-0.00486,-0.139372,0.377778
5,-0.18665,0.911362,-0.366851,0.148885,-0.319519,0.439483
6,-0.176008,0.905352,-0.386469,0.168974,-0.428942,0.48086
7,-0.169765,0.896984,-0.408165,0.1953079999999999,-0.6251180000000001,0.400917
8,-0.170826,0.8897370000000001,-0.423302,0.038395,-0.669782,0.245614
9,-0.172706,0.8886149999999999,-0.4248939999999999,0.028007,-0.685063,0.260816
10,-0.17507,0.892733,-0.4151829999999999,-0.040949,-0.674609,0.264335
11,-0.176505,0.901291,-0.395626,-0.023431,-0.537949,0.1227829999999999
12,-0.1762,0.914006,-0.365438,-0.004312,-0.494435,0.024221
13,-0.177096,0.928749,-0.325669,0.151354,-0.129173,-0.4136189999999999
14,-0.180651,0.941265,-0.285279,0.2541219999999999,0.136998,-0.721771
15,-0.177647,0.944575,-0.276076,0.2542,1.778615,-1.06859
16,-0.168691,0.933622,-0.316057,-0.135172,0.46596,-1.246169
17,-0.179702,0.907502,-0.379665,0.222182,-0.922044,-0.72823
18,-0.197159,0.8919889999999999,-0.406796,0.056213,-0.916723,0.5239229999999999
19,-0.202339,0.896436,-0.394285,-0.1988599999999999,1.335346,1.50334
20,-0.2047109999999999,0.90055,-0.3835389999999999,-0.203737,1.889458,0.5096069999999999
21,-0.197028,0.898976,-0.391179,0.0712039999999999,0.592647,-0.195994
22,-0.184951,0.902601,-0.388721,-0.443375,-0.8346379999999999,0.4642979999999999
23,-0.198926,0.908064,-0.3685739999999999,-0.4862399999999999,-0.368636,-0.38698
24,-0.20974,0.915481,-0.34337,0.499626,0.562531,0.528536
25,-0.196124,0.936196,-0.29167,0.621356,0.5863109999999999,1.337599
26,-0.180646,0.953443,-0.241481,0.448637,0.23009,0.287441
27,-0.187654,0.959171,-0.211605,-0.079299,0.162381,-0.137791
28,-0.209409,0.961585,-0.177488,-0.187091,0.095422,0.0463839999999999
29,-0.227286,0.964713,-0.132927,-0.132425,-0.0664889999999999,-0.133827
30,-0.238588,0.9676,-0.0826139999999999,0.002427,-0.137873,-0.0288819999999999
31,-0.243035,0.96959,-0.028783,0.048958,-0.273377,0.113728
32,-0.242866,0.969921,0.016353,0.0728679999999999,-0.454663,0.053746
33,-0.24579,0.967942,0.051723,0.098695,-0.456604,0.034031
34,-0.2530719999999999,0.963829,0.083586,0.214864,-0.314324,0.140413
35,-0.261146,0.958486,0.1144839999999999,0.198737,-0.1948599999999999,-0.068295
36,-0.268301,0.952141,0.146429,0.228415,-0.054039,-0.185125
37,-0.277441,0.944383,0.17654,0.317679,0.040313,-0.330242
38,-0.284804,0.936374,0.2051579999999999,0.393202,0.2927369999999999,-0.388767
39,-0.292777,0.928029,0.23031,0.357443,0.344417,-0.350915
40,-0.301491,0.92212,0.242479,0.290703,0.401808,-0.37401
41,-0.309511,0.918934,0.2444619999999999,0.3628409999999999,0.336758,-0.414384
42,-0.316235,0.917677,0.24055,0.224347,0.39081,-0.371302
43,-0.322195,0.918471,0.229345,0.180106,0.368424,-0.428091
44,-0.330373,0.920958,0.206612,0.363302,0.37494,-0.1160819999999999
45,-0.339213,0.925426,0.168882,0.358256,0.388646,0.01192
46,-0.337185,0.933658,0.120788,0.050319,0.514463,0.198456
47,-0.323408,0.944113,0.063696,-0.375246,0.570932,-0.1416069999999999
48,-0.309529,0.95088,0.004315,-0.4225569999999999,0.447329,0.330707
49,-0.297741,0.952677,-0.0612889999999999,-0.298084,0.511602,0.5494479999999999
50,-0.284986,0.950694,-0.122324,-0.326937,0.4341319999999999,0.080286
51,-0.273781,0.94538,-0.17692,-0.0530169999999999,0.4529359999999999,-0.15061
52,-0.269128,0.934787,-0.231827,-0.050696,0.311002,-0.088028
53,-0.264633,0.92339,-0.278065,0.131287,0.166775,0.157338
54,-0.251262,0.914193,-0.31799,0.100445,0.105018,0.252744
55,-0.2332,0.906544,-0.351846,0.048691,-0.0074659999999999,0.417092
56,-0.216673,0.8991370000000001,-0.380271,-0.018496,-0.199277,0.549064
57,-0.203236,0.890699,-0.4066329999999999,0.026691,-0.351942,0.557649
58,-0.195629,0.8809610000000001,-0.430855,0.031399,-0.620372,0.443596
59,-0.1912029999999999,0.871871,-0.4508689999999999,0.0554,-0.604171,0.419786
60,-0.1882609999999999,0.865258,-0.464635,0.1005539999999999,-0.636788,0.394994
61,-0.1874809999999999,0.8619680000000001,-0.471022,0.050716,-0.667556,0.294204
62,-0.188052,0.8638020000000001,-0.467421,0.045596,-0.670412,0.272475
63,-0.189577,0.871075,-0.453088,0.051134,-0.662396,0.213648
64,-0.191937,0.883461,-0.427384,0.080914,-0.4660569999999999,-0.006439
65,-0.197133,0.899998,-0.38877,0.114766,-0.2427409999999999,-0.251214
66,-0.204878,0.915959,-0.345028,0.204008,0.4369159999999999,-0.666676
67,-0.206706,0.920753,-0.330887,0.150843,1.540352,-0.8869020000000001
68,-0.191161,0.91222,-0.362369,-0.130494,0.8703420000000001,-1.605954
69,-0.180307,0.8948219999999999,-0.40839,0.214334,-0.021211,-1.37051
70,-0.178297,0.88607,-0.4278899999999999,0.052397,-0.170067,-0.223004
71,-0.190319,0.885724,-0.423405,-0.014332,0.793033,0.569538
72,-0.2160909999999999,0.886921,-0.40826,-0.1051059999999999,1.294979,1.400585
73,-0.208805,0.884916,-0.4163229999999999,-0.075817,-0.187803,0.592897
74,-0.196209,0.8935299999999999,-0.403863,0.1311,-0.860358,0.894601
75,-0.209476,0.898101,-0.3866969999999999,-0.337277,-0.233291,-0.1800759999999999
76,-0.2447349999999999,0.892394,-0.379128,0.450638,0.7428600000000001,0.154809
